rating,review_text
1,urun orjinal degil kapagi acik geldi koruma bandi yok iade
1,o kadar insan nasil beğendi anlamiyorm bimden aldiğim maskara bile daha güzel hacim veriyo
1,ürün orijinal değil yaptığınız çok ayıp bence gerekli belgeleri sunarak satış yapmalısınız:)
1,Koruyucu ambalajı olmadan geldi 🤔
1,Ürünler elime ulaşmadı maalesef iade etmek zorunda kaldım
1,Hayatımda bu kadar kötü bir maskara görmedim. Hiç bir özelliği yok. Kirpikleri uzatmıyor birbirine yapıştırıyor üzerinden başka fırça ile geçmek zorunda kalıyorum. Çok beğenenler neyini beğenmiş acaba merak ettim.
1,Çok yapışıyor kirpiklere
1,maskara açık olarak geldi koruycu bantı yok üzerinde tedirgin oldum orjinal olup olmadığından
1,koruma bandı olmadan geldi.
1,orjinalliginden şüphe ediyorum
1,1 aydan fazladir bekliyorum henuz elime ulasmadi ama teslim edildi yaziliyo👎🏻👎🏻👎🏻👎🏻
1,Kullandığım en çirkin maskara. Abartılıyor ama hiç bir özelliği yok boşu boşuna aldım
1,Sahte ürün yollanmış kızım açtığı için ilk anlamadım ama sonra elime alınca anlamamak elde değil ürün iade
1,"ürün orjinal degil ya da kullanılmış. koruma bandı yok, açık geldi."
1,Övüldüğü kadar asla değil kaç kat sürülse bile Kirpiklere asla hacim vermiyor Pazardan alınan 20 30 liralık mascaralardan farkı yok
1,orijinalo gibi değil
1,Ürün sanki daha önce kullanılmış gibiydi kapalı bir şekilde. gelmedi tek tek ayırıyor diyenlere şaşırıyorum ben kullandım diye iade etmiyorum ama bir daha alacağımı sanmıyorum
1,"Çok kötü, bu maskarayı ilk aldığım zaman bayılmıştım o yüzden ikinci kere aldım ama kirpikleri yapıştırıyor bir daha asla almam"
1,"Paketi görür görmez zaten sahte olduğunu anlamıştım ama fotoğraflarda da göreceğiniz gibi yeşil ""muşambaya"" sarılı hâlde görünce daha da emin oldum. Trendyolun insanların vaktini çalan bu kötü işletmelere karşı önlem alması lazım. Benim için önemli değil, her türlü uğraşırım ama işi acil olan insanlara bi makyaj malzemesi bile çok önemli olabiliyor"
1,sahte ürün sakın almayinnnn
1,ürün orijinal değil
1,Pakete hediye bile koymamışsınız bi de teşekkür edelim diye kart mı koyuyorsunuz
1,En sevdiğim maskara fakat ürün açık geldı ve sanırım kullanılmış
1,Kirpiklerimi dökdü
1,orijinal değil fırçasından anlaşılıyor
1,çok beğenmedim
1,ben urunun fircasini degistirdiniz sanmistim ama cakma urun gonderilmis yeniden siparis edince fark ettim cok kotu irenc bi maskara yolluyolar
1,"gelen ürün sahteydi , içinde rimel murekkebi bile yoktu doğru düzgün bir iki kullanımda bitti dışının yazısı silinmişti biraz sırf erindigimden iade etmedim ama bu yaptığınız hoş degil"
1,Bandı açılmış ve kurumuş bir şekilde gönderildi
1,"Paketleme kötüydü, kutunun içine atmışlar gibi. Koruma bandı vardı amaaçık gibiydi kullanılmış olabileceğinden şüphelenmedim değil.Abartıldığını düşünüyorum. Denedim ama beğenmedim."
1,"L'Oréal satıcıdan aldım. üründe güvenlik bandı yoktu, ben birinin kullanmadığını nerden bileyim? etrafı sarılı değildi, sadece kisa bir bant, zaten acmaya engel değil, actim kapattim o bandi cikarmadan. rezillik. zaten ürün hiç ovuldugu gibi değil, sürdüm ama kirpiklerim fotoğrafta hiç çıkmadı, yokmuş gibi,"
1,Koruma bandı açılmış ve kargo çok özensizdi iade
1,Hayal kırıklığısınız kutu bomboş geldi dalga mı geçiyorsunuz
1,kirpiklerimi döktü
1,koruma bandı yoktu. çok üzüldüm iadeyle uğraşmak istemedim
1,igrenc bı maskara gözde topaklik bırakıyor bir kere sürdükten sonra ikincisini sürmek için çaba sarf ediyorsun
1,çox pis idi quru idi içi
1,bu ürünün nesi bu kadar sevildi asla anlamıyorum. o kadar ıslak bir yapısı var ki kolayca dağılıyor ve bulaşıyor. hiç sevemedim. basit markaların maskaraları bile bundan daha iyi.
1,Bu ürün gözde alerji yapıyor
1,Gelib cikmadi
1,Loreal Paris den indirimde zannedip sakın ürün almayın hepsi yalan kendi fiyatları daha uygun aslında
1,Hic begenmedim tek tek ayirma ozelligi sifir tamamen kirpiklerim birlesiyor
1,Birden fazla maskara kullandığım için önce farketmedim. Kozmetik ürünleri kendi satıcısından almaya hep dikkat ediyorum ama bu kendi satıcısı olsa da sahte olduğuna ya da kalite farkı olduğuna eminim artık çünkü gözümde kaşıntı ve enfeksiyona neden oldu. Aylardır neden gözlerim böyle oldu diye makyaj temizleme ürünü değiştirdim vs. ama sebebi bu ma
1,Ürün jeletinsiz paketsiz geldi lütfen satıcı ilgilensin daha önce kullanılmadığını nereden bilicem ?
1,ürün ağzı açık bı şekilde geldi
1,mehsul gelmedi kargoda eksik
1,Kendi satıcısından aldım. Aynısından iki tane bitirmiştim ama onlarla alakası yok birbirine yapıştırıp bıraktı kirpikleri. Uygun fiyata yerli bir maskaraya geçtim o bundan daha iyi. Pişmanlık nasıl böyle bozdular anlamadım
1,Merhabalar ürün fake
1,Normalde kullanıp aşırı beğendiğim bir rimel olduğu için tekrar aldım ama hayal kırıklığına uğradm. Ürün hiçbir şekilde güvenlik bandıyla vs gelmedi üzerinden söktüğüm herhangi bi band yoktu. Direkt kapağı açılır şekilde geldi. Sadece küçücük bi ürün korjma bandı yazıyo o da zaten yapışkanı gitmiş bi şekilde. Ve direkt loreal satıcısından almıştım
1,Mikanın önerisi ile aldım çok yoğun ve yapış yapış yapıyor beğenmedim
1,KARGO BOŞ GELDİ DALGAMI GEÇİYOSUNUZ BOMBOŞ POŞET GÖNDERMİŞSİNİZ
1,Keşke paketi açılmamış kullanılmammış ürün gönderebilme nezaketinde bulunsaydınız..
1,Kapağı tam kapanmamış halde geldi
1,1 sürüşte bile kirpiği boya içinde yapıyor yani resimde ekledikleri gibi lifting etkisi verecek bir maskara kesinlikle değil sky high alın bunun yerine
1,maskaranın etrafında herhangi bir jelatin koruyucu bişey yoktu daha önce açılmış gibi internetten makyaj ürünü almamak gerekiyor çok sinirlendim
1,ürün açık geldi kullanılmış gibi
1,Hiç abartıldığı kadar bir şey yok topak topak oluyor
1,lorealdan toplam 3 ürün sipariş verdim 2 si geldi ama telescopic maskara gönderilmedi?????
1,3 parça ürün almıştım diğer ürünler gelmiş ama bu ürünü koymamışlar
1,"ürün çakma, sakən almayın. gözleri yakıyor. topaklanıyor kiprikte, param boşuna gitti sakın almayln"
1,Ürünün koruma bandı açık geldi
1,Cok kotu kuru geldi zaten
1,bana qcik geldi kötü
1,"Ürün kendi kutusunda gelmedi. Koruma yöntemi için sarılmış ama bu müşterinin hoşuna gitmez. Ayrıca ürünün üzerinde küçük bi bantla sabitlenmiş açılma yeri, normalde kendi tırtıklı plastiği oluyor orada. Bilemiyorum bu ürünün açılıp kullanılmadığını ben nereden bilebilirim."
1,abartıldığını düşünüyorum
1,Çok güzel dediler övdüler ve çok kötü gerçekten kirpik döküyor paranız boşa gider
1,kupkuru geldi ürünün içi boş
1,ürün sahteee! koruma bandıda açıktı iadee
1,Merhaba ürün kapağı kırık geldi malesef
1,Denildiği kadar iyi bir rimel olduğunu düşünmüyorum bu paraya daha etkili rimeller var. Rimel kirpikleri birbirine yapıştırıyor bu da güzel bir görüntü oluşturmuyor.
1,ÜRÜN SAHTE SAKIN ALMAYIN
1,Çok çok kötü ürün ağzı açık kurumuş be kırılmış bir şekilde geldi. Hiç bi işe yaramaz pat pata sarıp göndermişler
1,sürdüğüm zaman çok topak topak yapıyor kirpiklerimi sanırım bunu kullanırım ve bu üründe sadece böyle bir şey yaşadım alırken dikkat edin
1,mehsul gelmedi
1,Denemek için aldım bwğenmedim
1,İki üç kere kullandım bitmiş gibi kupkuru orijinal olduğunu düşünmüyorum.
1,Kutunun içinde resmen ürün yok kullanılmış mı gönderiliyor anlam veremedim !!?
1,Kirpiğimi uzatıyor evet ama kaşla göz arasına değdiğinde siyah iz yapıyor. Sürekli bakıp temizlemek zorundasın. Beğenmedim
1,Amalajsız gondermısler acıkdı urun kapalı degıldı almayın resmen kullanılmıs urun gondermısler hakkımıda paramıda helal etmıyorum kendılerını uyanık sanıyorlar almayın kandırıyor bu olumlu yorumlar hepsı bence yalan
1,Kirpiklerinizin örümcek bacağı gibi olmasını istiyorsanız alabilirsiniz
1,Kargo kutusunda ürün yoktu bildiğiniz boş kutu gönderildi . Paramın iadesini istiyorum
1,Kesinlikle akıyor arkadaşlar akmıyor diyenlere kesinlikle inanmayın ben hiç memnun kalmadım
1,ürün ambalajı açık geldi. ya kullanılmış yada siz dalga geciyorsunuz ilk defa aldım bu siteden hiçte memnun kalmadim. iisnizi düzgün yapın
1,Neden bu kadar abartıldığını anlamadığım bir ürün. Kirpiklerim sık ve uzun fakat bu maskarayı sürünce birbirine yapışıyor ve 5 tel kirpik varmış gibi duruyor. Kesinlikle daha iyi ürünler var aldığıma çok ama çok pişmanım
1,Gelen ürünün sahte olduğunu düşünüyorum maskarayı açtığımda bana kupkuru geldi elime sürdüm baya zorladım elime bulaşması için. Almanızı tavsiye etmiyorum
1,Ürünümü başka kişiye verdiniz bu nasıl bir sayqısızlık hemde Azerbaycana
1,Koruma bandı açık jelatin yok bir şey yok kullanılmış ürün gönderilirdi ilk ve son alışverişim oldu
1,Koruma bandı açılmış kullanılmış ürün gönderilmiş hem de Loreal satıcısı tarafından. Benzer yorumlar defalarca yapılmasına rağmen aynı şekilde davranmaya devam ediliyor ve Trendyol buna göz yumuyor bir daha asla makyaj ürünü almayacağım trendyoldan
1,Ürünün koruma bandı açıktı
1,Reklamını çok iyi yapan bir ürün. Ama asla faydasını göremedim. Ürün o kadar çabuk bitiyor ki belki de faydasını görmek için beş altı tane alıp iki bucuk ay kullanmak gerek🫣 eczanelerde %100 etki gösteren ürün diyorlar ama tamamen lafta maalesef ki. Hiç gerek yok o kadar para vermeye:)
1,Yeni teslim aldım.İnce ince tarıyor sadece.
1,gerçekten bı hayal kırıklığı yaşadım kirpiklerimi resmen tek tek döktü makyajı silerken
1,orijinal ürün göndermemişsiniz ürünü iade etmek istiyorum. içi kuru ve topaklanmış
1,Topaklanma oluyor çok kötü
1,nesini övdünüz bu kadar insan bu rimelin o kadar kötü ki birbirine yapıştırıyo topaklandırıyo hiç beğenmedim
1,SAHTE URUN!!!
1,Beğenmedim yüzüm yıkarken yüzümün her tarafı simsiyah oluyor birde gözümün içine siyah kıl gibi bir şey bırakıyor diğer maskaralarda olmuyor
1,"hiç beğenmedim topak topak yapıyor, verilen paraya değmez"
1,Ürün sahte. O nedenle koruma bandını bile açmadan iade ediyorum
1,Ürün güzel fakat asla bu satıcıyı tavsiye etmem ürünün koruma bandı yırtıktı önceden açılıp bakılmış
1,Silikon bazlı ve yapış yapış oldu kirpiklerim hep yoldum resmen
1,bır yıldız bıle degıl pahalı olmasına rağmen çok begenemedım fırcası falan hıc güzl degıl
1,ÜRÜNÜ SEVMEDİM NE KİRPİKLERİ UZATIYOR NEDE DOLGUNLUK VERİYOR BOŞUNA ALMAYIN
1,Açık etiketli ürün geldi.
1,Koruma bandı yoktu.
1,ürünü henüz kullanmadım ama ilk izlenim olarak dışı bu kadar çizik olunca ister istemez hoşuma gitmedi.
1,fırça güzel kaldırıyor kirpikleri ama rimel çok sıvı ben hiç beğenmedim elimde olsa iade ederim ama uğraşmak istemiyorum kesinlikle orijinal değil çakma
1,Hiç beğenmedim
1,İnanılmaz temizlemesi zor bir ürün defalarca yıka waterprof temizleyici ile sil zor arınıyor ve en kötü yanı gözlerimin içine kaçıyor adeta ip gibi..:dakikalarca gözlerimi temizlemek için uğraşıyorum tarihi geçik bir ürün mü gönderdiniz hepsimi böyle anlamadım
1,Kirpikleri birbirine yapıştırıyor. Anlatıldığı ve abartıldığı kadar değil.
1,Çok önceden almıştım bebek katillerini kazandırmamak için artık almıyorum sizden de aynı hassasiyeti beklerim
1,Açılmış ürün göndermişsiniz lütfen benle iletişime geçer misiniz
1,Yapısı kuruydu sevmedim
1,sahte ürün resmen bot falanda değilim sakın almayın
1,iatediğim etki olmadı
1,Fırça kılları yok kadar minik. Bu da tüm rimeli kirpiklerinize boca ediyor. Tel tel ayrı durmak yerine tüm kirpikleriniz topak topak oluyor ve kurudukça dökülmeye başlıyor yüzünüz hep siyah siyah rimel taneleri oluyor. Kullandığım en kötü rimel. Daha ucuza doğal duran ve sabit rimeller var.
1,kirpiklerimi yapıştırdı abartıldığı gibi değil bencee.kipriklerim uzun düz hafif seyrek
1,Arkadaşlar bu nasıl olay? Mascaranın koruma bandı çokda iyi yapışmamışdı dedim ola bilir sıcak havalar falan dolayı ola bilir fakat sürürken fırçasında neyinse olduğunu fark etdim. Gördüyünez gibi kıl yemin ederim inanamıyorum
1,Orijinal değil bandı açık geldi ürün de hasarlı başı da ezik geldi kullanılmış ürün telafisini bekliyorum
1,eski yapısı yok ayakkabı boyası sürmüş gibi hissediyorum
1,sahte ürün yolladılar
1,Çakma almayın sakın
1,Ürünüm ambalajsız şekilde geldi. Kullanılmış gibi bir hali var. Nereden bilecem bunu ilk benim kullanacağımı. Ürünler ambalajlı olmalı
1,açılmış akmış ürün gönderdiler iademi de kabul etmediler. 1 yıldız bile çok.
1,"Berbad bir mehsuldu, yapışdırır kirpikləri. Strukturu da çox pisdir!!!"
1,Tel tel ayırmıyor beğenmedim birde su gibi
1,Ben aldıktan sonra bu fiyat düşüşü nedir ya ayrıca kurumadığı için göz kapağına bulaşıyor hiç memnun değilim
1,Ürün koruma bandı açık gelmiş ve içi açılmıştı
1,Abartıldığı gibi iyi değil ve hemen kurudu
1,Ürün kuru geldi ayrıca kapağı açılmıştı
1,Açık ambalajsız gönderildi
1,Ürün açık geldi herhangi bir jelatin ile kapalı değildi sanırım tester gibi ürünleri yolluyorlar tavsiye etmiyorum iade
1,Abartılmış. Herhangi bi maskaradan farkı yok kötü bile. Topak topak duruyo. Kirpikleri ayırmıyo
1,"Ürün gerçekten harika bir ürün. Fakat boykot olduğu için artık kullanmayacağım bir ürün. Kirpiklerimin güzel duruşu F**listinde yaşam hakkı tanınmayan çocuklardan asla değerli olamaz. Yerdeki taşı kenara itmesi bile bir sevapsa insanın ben de en azından tepkimi bir şekilde göstermek istiyorum. Umarım bir gün barışın, yaşamanın herkes için güzel old"
1,Paketlenme son derece ozensiz..bu kadar beklemiyordum.
1,Pul pul dökülüyor akıyor göz altın hep siyah oluyor alınmaz
1,Ürün açık bir şekilde geldi asla tavsiye etmiyorum
1,Asla inanmayın resmen sahtesini göndermişler fırçası bile edilebilen fırça değil kirpiklerim top top yapıyor daha önce kaç kez kullandım Aslı'yla alakası bile yok paramıza yazık fotoğraflarda da gördüğünüz gibi orginal başlığı edilebilen başlık yazık gerçekten 220 lira için değmez
1,kullanılmış ürün gonderildi
1,Büyük bir hevesle almıştım. Kullandıktan sonra arpacıl yaptı çok kötü
1,yetersiz ayrıca hemen akma yapıyor.
1,Bilerek Loreal’den aldım buna rağmen açık ambalaj gönderiyorsunuz. Yapılan hiç etik değil.
1,Aşırı özensinsiz geldi sanırsın teaster geldi elime kullanılmış ürün göndermişsiniz jelatini bile yoktu üstünde kullanılmamış yeni bi ürün göndermenizi rica ediyorum
1,Önceden kullandığım bir rimeldi son aldığım kirpiklerimden çıkmıyor yapış yapış oluyor çabuk kurudu ya çöp
1,Kargo özensizdi ürün paketi açık bir şekilde geldi kullanılmış ürün iade!!
1,dünyanın en kuru maskarası ve kirpik döküyor 😐??
1,kirpigimi hiç kıvırmadı dümdüz bir etkisi yok ki sadece boyadı kirpigimi
1,Ürünün jelatini yoktu açık geldi !! Kargocular mı yapıyor artık bilmiyorum ama rezillik !!! Loreale yakışmadı …
1,"Yaklaşık 9, 10 aydır kullanıyorum. Topak topak olmadı orası iyi ama kirpiklerimi hiç bir şekilde uzatmadı marka diye alıp denedim pişman oldum o kadar para vermeye inanın değmez daha uyguna kirpiklerimi arşa çıkaran rimeller var onlara döneceğim üzgünüm."
1,urun hasarli geldi acilmisti
1,Ürün güzel fakat kirpiklerimi döktü
1,ürün orijinal değil sahte olduğu ambalajından çok belli keşke satarken bunu belirtseniz de insanlar orijinal sanıp almasa
1,Hiç beğenmedim sıvı çok löp löp kalıyor
1,Bozdular artık ya
1,su gibi kirpiklerim igrenc duruyor surduğumde bütün kirpiklerimi birleştiriyor
1,Korkak Paris adı üstünde Paris Fransa ürünü diye aldım boykot ürünü çıktı.
1,sevemedim kirpiklerimi topluyor
1,asla beklediğim performansda bi ürün deil hiç tavsiye etmiorum kirpikleri yapiştirio resmen birbirine almayın
1,ürün açılmış geldi sarılı değildi
1,"Beğenmedim , kirpiklerim kısa hiç uzatmadı bile sadece tek tek ayırıyor hayal kırıklığı gerçekten"
1,topaklanma yaptı
1,bu rimelin bu kadar beğenilmesini hiç anlayamıyorum sürdüğüm a. topak topak yapıyor kirpiklerim sürdükçe yayılıyor ayrıca fırçası desem o kadar kısa ki yıllardır rimel kullanırım begenmedigim tek rimel
1,"Bu urunun nesini begenmisler anlamadim. tum kirpiklerimi yapistirdi , uzattigi yok kirpikleri bodur bodur gosteriyor."
1,Kargo kutusu acik bi sekilde geldi ve rimel de kullanilmis gibiydi yoktu içinde nerdeyse..🫡
1,Bandrolsüz kuru ürün geldi
1,kullanilmisdi sanirim koruyucu bandi o kadar cok acilmis ki artik hic kapanmiyordu loreal sirketden bunu beklemezdim
1,Orjinal olmadığını düşünüyorum. Kullanmadığımız ürün değil. Anlaşılıyor. Barkodu yok. Ürün koruna bandı açık. Yazıkk. Başka söz yok. Sanki ucuza veriyorlar!!
1,çok topaklanma yapıyor
1,Koruma bandı açılmış ürünü gönderdiler. Satıcı güvenilir olsun diye L'Oreal seçmiştik halbuki.
1,Çok da abartılacak bi maskara değil Normal bi maskara akmıyor
1,Orijinal değil çok farklı maskaranın içeriğinden tutun başına kadar sahte
1,Sahte ürün. Ürünün orijinali evde var ne barkodu ne renk kodu ne diğer yazanlar aynı… ayrıca ürünün magnetic black diye bir rengi yok.
1,"Ne uzattı, ne kıvırdı. Öyle örümcek bacağı gibi oldu kirpiklerim"
1,ürün elime ulaşmadı param gitti top oynar gibi Trendyol kargo firmasından kargo firması da trendyol'a yönlendirip durdu ve sonuç hiçbir şey ben mağdur
1,Ürün koruma bandı açılmış geldi ve kesinlikle orijinal değil
1,abartılacak kadar iyi değil bnce normal rimel pek begenmedim
1,Sanırım bana boş yada içi kurumuş bir ürün göndermişler bir kaç kullanımda bitti
1,fazla beğenmedim çabuk kurudu
1,Kaşlarıma değen kirpiklerimi yok etti döktü maalesef
1,Fake ürün ?
1,Bundan sonra alacağım zannetmiyorum
1,Kipriklerimi döktü hiç beyenmedim.diken gibi yapdı kipriklerimi gözlerimde batma yapdı
1,İkinci kata geçtiğinizde topaklaniyor iplik iplik görüntü oluşuyor. Benim kirpiklerim ince ve kısa hiç sevemedim.
1,Aldığım rimelde koruma bandı yoktu ve içi tamamen kuru. Alırken 2 değil 10 defa düşünün
1,kirpiklerim dökülüyor tavsiye etmiyorum.!!!!
1,açılmış ürünü ne hakla gönderiyorsunuz? ben iade için uğraşmaya mecbur muyum? kim sürdü mikroplu mu hözü ne ben nereden bileyim..
1,ürünü sürdüm içinde boya yok kuru aldığıma pişman oldum başka bilindik bir mağaza dan aldığım bu marka rimel 3 aydır kullanıyorum hala içinde boya var.
1,Beklediğimden de çok kötü geldi.. Ambalajı açık kullanılmıştı
1,kargodan gelen kutu boştu. elime hiçbir ürün gecmedigi halde ücreti alınmış oldu. ve defalarca talep oluşturduğum halde L'Oreal ısrarla gönderdik diyo. alamadığım ürünün parasini ödemis oldum
1,Ambalanjı olmadan geliyor uç kısmı çok kolay kırılan yapısı var
1,almayın Allah aşkına bundan sipariş etmiştim siyahını göndermişler her zaman kullandığım maskara stok yaptığım maskaraydi siyahi ve maskarasi yapış yapış kirpiklerimi birbirine yapıştırdı kısacık brakti
1,tamamen abartılıyor
1,tamamenn abartı arkadaslar hiçbir sekılde hacim vermiyor kirpikleri yapıştırıyor
1,influencer şişirmesi ürünlerden birisi o kadar vıcık vıcık ki kirpiklerim ıslanmış gibi duruyo. süremiyorun bile saçma sapan fırçası var. Yalandan rasgele aldığım avon rimel bile çok daha mükemmel.
1,3 adet sipariş ettiğim ürünü 2 adet gönderdiler. Satıcı eksik ürünü tamamlamadı!
1,"Gerçekten merak ediyorum, çok iyi diyenler hayatlarında ilk defa mu rımel kullanıyor ? böyle sert böyle kötü bir maskara olamaz, sürmek güzel duruşu güzel ama içine ediyor kirpiklerin, taş gibi yapıyor iki saate çıkmıyor mahfoldu kirpiklerim."
1,nasıl bu kadar kişi beğenmiş anlamadım ürün çok kötü
1,Urunum nerde
1,"Çok kötü kirpikleri yapıştırıyor, tavsiye etmiyorum"
1,hayatımda kullandığım en kötü rimel olabilir topaklaniyor gün içinde yüze dökülme yapıyor yikadigimda bile topak topak kaldi kirpiklerimde yorumlara bakarak almıştım ama yanılttı
1,Satıcı bana kullanılmış ve bitmeye yakın ir rimel göndermiş kamufle etmeye çalışmış bide kesinlikle burdan almayın
1,Ürünü 278 tlye aldım firmanın uyguladığı fiyat politikasından dolayı aşırı rahatsız oldum şuan 222 tl madem daha da indirimli satabiliyorsunuz aradaki fiyat farkının tarafıma iade edilmesini talep ediyorum
1,tek tek ayırmıyor hiç beğenmedim o kadar para verdim hayal kırıklığına uğradım.
1,ürünün sahte olduğunu düşünüyorum daha öncede kullandığım bir ürün olduğu için kullanırken farkedilir derecede farkli oldldugunu gördüm sonra kendi urunumle karşılaştırıldığında hem dış rengi daha koyu hemde üzerindeki yazılar farkliydi kesinlikle almayın aldırmayın
1,barkodu yoktu hayal kırıklığı
1,niye koruma bandı açılmış ürünü gönderiyorsunuz ki.
1,"Çok kalitesiz açıkçası bir daha almam. Kirpikleri birbirine yapıştırıyor ve zor kuruyor, etrafa dağılıyor. Bence fırçası da çok ince."
1,"Ürün ambalajı açık bir şekilde geldi, kapıya bırakılmış geldiği zaman bilgi verilmedi arayan da olmadı tesadüfen görmesek kaybolup gidicekti"
1,İlk sipariş ettiğim zaman güzel geldi bir kere daha sipariş ediyim dedim bu sefer çakma geldi.O kadar kötü ki içine resmen siyah boya koyup kapatmışlar gibi bidaha asla tercih etmem.
1,tek kelimeyle hayal kırıklığı L'Oreal güvencesiyle aldım yorumlara bakarak ama ürün sahte su gibi kurumuyo ıslak kalıyor elinizle hiç bişey kullanmadan bile çıkıyor yazık verdiğim parayı hak etmiyor
1,O kadar övmenize değdi mi he?
1,İsmini çok duyduğum için alafım ama ben pek beğenemedim
1,ben hayatında bu kadar kötü bir ürün görmedim kesinlikle tavsiye etmiyorum umarım birileri bu yorumu Okur ve almadan önce değerlendirir
1,mükemmel bir şekilde uzatıp topak topak bırakmıyor ama ne yazık kii kirpiklerimi aşırı şekilde döktü. 1. kullanımda 7 adet kirpiğim döküldü o yüzden kullanmicam..
1,Ürün orjinal değil kontrol bandı olmadan gonderiliyor satıcıya fark edince yazdım yorumlarımı engellıyorlar sağlığınız için kendi satıcısından alın lütfen🙏🏻
1,Hiç beğenmedim gözlerimin içi hep kanlandı tavsiye etmem.
1,bu maskara nasıl bu kadar abartılmış anlamıyorum. çok kötü sakın almayın.
1,Koruma bandı olmayan bir ürün geldi iki güç defa kullandım çok güzel uzatıyor evet ancak bana gelen ürün kullanılmıştı veya sahte idi bilemiyorum. Gözlerim enfeksiyon kaptı iltihaplandı. 1 haftada ancak iyileşti. Çöpe attım gitti. Satıcıya be koruma bandına dikkat edin lütfen.
1,Çok kötü kirpikleri çöp gibi gösteriyor bu kadar övülmesini anlamıyorum kapak da tam kapatılmamıştı orijinal satıcıya hiç yakışmıyor
1,yorumlar kesinlikle abartı
1,Kötüydü iade yaptım
1,Ürün daha önceden kullanılmış gibi koruma bandı açık ve kirli dönüş yaparsanız sevinirim
1,Satıcıyı şikayet edicem boş kutu gönderdiği içinnn paramızı vererek rezil oluyoruz hemen çözün bu işi
1,ürün bana açık ve kusurlu ve kullanılmış şekilde geldi
1,Ürünü yeni kullanmaya başladım topaklanma yapıyor ve kirpikleri birbirine yapıştırıyor bu kadar övülmesi de bi garip
1,önce herşey güzeldi uzatıyordu zaman geçtikçe anladım kirpiklerimi döktü
1,objektif oluyorum abartılmış şişirilmiş bir ürün... fırçası çok yetersiz çıkıntıları ufak bu yüzden yaptığı tek şey rimeli bulamaç halinde kirpiklerinize bırakmak taramıyo ayırmıyo sadece kirpikleri birbirine yapıştırıyo özellikle lens kullananlar veya hassas göz yapısına sahip olanlara önermiyorum bir gün gözümde kaldı akşamına kızarıklık ve iltih
1,Neden bu kadar övündüğünü anlamadığım bir ürün
1,Kupkuru geldi yazıklar olsun sahte ürün bu…..bana hemen ulaşmazsanız tüketici hakem heyetine başvuracağım.!
1,"Bu nedir ya ?!! Açık göndermişsiniz bu nasıl bir rezillik?!! Kullanılmış, açık ürün mü satıyorsunuz derhal iade ediyorum."
1,O kadar övdüler aldık örümcek bacağı gibi yapıyo hiç sevmedim
1,abartıldigi kadar yok
1,ürün sahte
1,ben beğenmedim çok çabuk kirpiklerde birbirine yapışıyor bu yüzden 2.katı bile sürülmüyor. bu kadar beğenilmesi çok şaşırtıcı
1,kesinlikle çakma almayin yapısı yeterince kötüydü anlamıştım zaten birde ekstra ağladığımda rimel gözümü o kadar yakıyor ki içinde ne tür bi kimyasal varsa artik başka rimellerde hic bunu yaşamadım
1,Gok Kötü Gokkkk
1,abartilan bir ürün kesinlikle kirpiklerimi birbirine yapıştırdı
1,"Kirpikleri uzatıyor gibi göstermede başarılı ama çok sulu, birbirine yapıştırıyor ve dağılıyor. Buna para verilmez, aşırı şişirilmiş kötü maskara."
1,O kadar abartıldı ki çok merak ederek aldım tam anlamıyla hayal kırıklığı oldu yıllardır maybelline kullanan biri olarak bu maskaranın onun yanından bile geçmeyeceğini düşünüyorum
1,çakma almayin
1,beğenmedim maalesef çipil çipil yapıyor kirpikleri
1,Çokta etkisini görmedim
1,jelatinsiz koruma bandı açılmış şekilde gönderildi.o kadar para veriyoruz paramızla rezil oluyoruz.
1,"Sahte olduğunu düşünüyorum, plastiği bi değişik"
1,"Sıradan bi maskara,sırf herkes kullanıyor ve reklam yapıyor diye aldım ama boşuna abartmışlar 10 kere sürmek gerekiyor anca diğer maskaralar gibi oluyor"
1,Uzatmağı pis deyil əlada demərəm amma kirpikləri yapışdırır fırçası o qədər yüngüldür kiii heç bəyənmədim
1,Salam. Ürün teslimat adresine gelmeyib. 24.03.2024 tarihde sifariş olunub
1,Kesinlikle şişirilmis abartilmis urun birincisi fircasi surerken bile acitio ikincisi kirpiklerri asiri sert yapio rahatsiz edici bi sertlik kisacaci hic begenmedim hacimide guzel degil
1,Tamamen abartı bi ürün pek bi numarasını göremedim 👎
1,Ben bunu almadığım halde gelen bu ayrıca hediye çekim boşa gitti
1,"kalitesi nasıl bilmiyorum,dağa kullanmadım ama geldiğinde koruyucu jelatini açıktı geri iade"
1,Kirpiğiniz kısaysa almayın. Kıvırma özelliği yok ancak kıvrık ve uzunsa güzel renk veriyor ama kısa kirpikliler için ideal değil.
1,Abartıldıgı kadae biseyi yok
1,Arkadaşlar almayın aldırmayın herkes çok güzel filan diye yazmış ama değil küçük küçük toz gibi hem dökülüyo hem de ufacık bi yağmurda aktı ayrıca kirpikleriniz biraz uzunsa yapışıyo bimin rimeli daha güzel anasını yani okadar parayı boşuna vermeyin
1,KARGOM GELDİ FAKAT HENÜZ DENEYİMLEMEDİM GERÇEKTEN BİR KÜÇÜK KUTUYA KOYMAK BU KADAR ZOR MU DIŞ KISMI HASARLI EĞRİ BÜĞRÜ ÇÖKÜK GELDİ BİR DE KÜÇÜCÜK ŞEYE 300₺ VERİYORUZ SİZİN GÖNDERDİĞİNİZ ÜRÜN BU MU?
